O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
27880,117,12,2036173.47000,4,2,2,8,Potential
104377,23,14,2036341.85000,1,2,2,5,Need Attention
120157,134,19,2036373.42000,5,4,2,11,Loyal
36199,42,15,2036392.59000,2,3,2,7,Potential
138794,29,13,2036392.70000,2,2,2,6,Need Attention
46195,68,15,2036396.26000,3,3,2,8,Potential
31360,67,15,2036480.09000,3,3,2,8,Potential
833,116,13,2036528.70000,4,2,2,8,Potential
55835,35,14,2036547.34000,2,2,2,6,Need Attention
25153,178,17,2036630.60000,5,3,2,10,Potential
94631,19,13,2036660.77000,1,2,2,5,Need Attention
122032,144,13,2036711.78000,5,2,2,9,Potential
25241,123,15,2036727.02000,4,3,2,9,Potential
141586,90,17,2036774.97000,4,3,2,9,Potential
80,48,11,2036830.86000,2,2,2,6,Need Attention
68791,60,16,2036857.95000,3,3,2,8,Potential
63008,103,14,2036894.43000,4,2,2,8,Potential
97784,33,13,2036912.96000,2,2,2,6,Need Attention
114307,22,14,2036960.50000,1,2,2,5,Need Attention
36446,134,12,2036985.23000,5,2,2,9,Potential
39173,132,13,2037058.02000,5,2,2,9,Potential
7045,130,16,2037058.52000,5,3,2,10,Potential
83917,52,12,2037086.36000,3,2,2,7,Potential
136003,44,14,2037089.80000,2,2,2,6,Need Attention
60778,115,18,2037272.51000,4,3,2,9,Potential
47281,69,16,2037320.53000,3,3,2,8,Potential
145873,105,18,2037375.12000,4,3,2,9,Potential
101218,29,15,2037390.63000,2,3,2,7,Potential
57856,147,16,2037433.92000,5,3,2,10,Potential
56275,20,18,2037444.79000,1,3,2,6,Need Attention
45976,62,14,2037469.71000,3,2,2,7,Potential
91489,44,18,2037525.33000,2,3,2,7,Potential
76862,122,11,2037578.94000,4,2,2,8,Potential
142141,154,14,2037721.66000,5,2,2,9,Potential
40405,61,15,2037824.02000,3,3,2,8,Potential
94432,12,15,2037850.31000,1,3,2,6,Need Attention
139913,61,12,2037862.37000,3,2,2,7,Potential
63392,81,16,2037868.24000,3,3,2,8,Potential
1069,51,16,2037999.80000,3,3,2,8,Potential
33545,180,13,2038033.03000,5,2,2,9,Potential
17222,35,13,2038058.67000,2,2,2,6,Need Attention
69839,93,12,2038066.56000,4,2,2,8,Potential
120835,20,19,2038166.49000,1,4,2,7,Potential
50857,128,15,2038258.16000,5,3,2,10,Potential
48967,112,14,2038283.94000,4,2,2,8,Potential
64646,37,11,2038296.50000,2,2,2,6,Need Attention
76504,48,18,2038331.62000,2,3,2,7,Potential
144130,174,17,2038338.67000,5,3,2,10,Potential
55421,54,11,2038344.98000,3,2,2,7,Potential
56119,44,17,2038353.74000,2,3,2,7,Potential
82483,84,19,2038359.81000,4,4,2,10,Potential
115064,7,12,2038371.32000,1,2,2,5,Need Attention
115247,21,15,2038408.06000,1,3,2,6,Need Attention
75881,76,12,2038420.34000,3,2,2,7,Potential
44704,54,13,2038463.99000,3,2,2,7,Potential
114580,17,15,2038546.14000,1,3,2,6,Need Attention
106262,45,13,2038564.22000,2,2,2,6,Need Attention
126833,88,15,2038588.76000,4,3,2,9,Potential
16256,110,10,2038622.03000,4,1,2,7,Potential
109153,26,19,2038687.01000,2,4,2,8,Potential
67946,50,12,2038881.48000,2,2,2,6,Need Attention
66418,124,16,2039051.00000,5,3,2,10,Potential
135010,37,15,2039052.23000,2,3,2,7,Potential
46481,44,14,2039064.75000,2,2,2,6,Need Attention
56108,59,15,2039120.65000,3,3,2,8,Potential
30674,146,13,2039131.58000,5,2,2,9,Potential
75980,77,11,2039188.87000,3,2,2,7,Potential
23212,62,15,2039223.16000,3,3,2,8,Potential
93436,173,14,2039238.88000,5,2,2,9,Potential
21785,141,14,2039262.34000,5,2,2,9,Potential
42157,47,12,2039274.79000,2,2,2,6,Need Attention
30818,16,12,2039274.82000,1,2,2,5,Need Attention
4162,42,18,2039309.89000,2,3,2,7,Potential
46652,78,13,2039430.74000,3,2,2,7,Potential
33595,42,14,2039557.73000,2,2,2,6,Need Attention
143980,174,16,2039596.94000,5,3,2,10,Potential
21436,60,17,2039636.82000,3,3,2,8,Potential
80095,38,14,2039641.89000,2,3,2,7,Potential
103333,60,16,2039647.86000,3,3,2,8,Potential
53131,165,15,2039720.97000,5,3,2,10,Potential
61013,81,12,2039831.19000,3,2,2,7,Potential
69637,114,14,2039864.98000,4,3,2,9,Potential
37751,66,12,2039874.75000,3,2,2,7,Potential
88673,45,12,2039877.18000,2,2,2,6,Need Attention
119693,1,13,2039886.13000,1,2,2,5,Need Attention
64676,28,14,2040039.96000,2,2,2,6,Need Attention
102473,54,14,2040052.20000,3,2,2,7,Potential
34300,38,16,2040072.63000,2,3,2,7,Potential
139486,114,16,2040087.57000,4,3,2,9,Potential
92264,58,14,2040238.73000,3,2,2,7,Potential
102691,96,10,2040288.92000,4,1,2,7,Potential
91664,14,14,2040290.15000,1,2,2,5,Need Attention
22478,93,15,2040303.77000,4,3,2,9,Potential
120586,96,18,2040342.59000,4,3,2,9,Potential
38165,30,15,2040425.80000,2,3,2,7,Potential
124367,160,11,2040441.31000,5,2,2,9,Potential
2465,168,18,2040560.78000,5,3,2,10,Potential
55031,56,14,2040666.73000,3,2,2,7,Potential
121675,11,16,2040700.63000,1,3,2,6,Need Attention
62431,173,15,2040883.46000,5,3,2,10,Potential
148120,2,19,2040904.37000,1,4,2,7,Potential
77588,54,12,2040919.28000,3,2,2,7,Potential
13459,17,13,2040978.13000,1,2,2,5,Need Attention
59069,178,14,2041054.30000,5,2,2,9,Potential
143561,98,12,2041074.24000,4,2,2,8,Potential
14059,13,13,2041125.20000,1,2,2,5,Need Attention
128887,48,14,2041397.13000,2,2,2,6,Need Attention
51874,125,15,2041416.85000,5,3,2,10,Potential
146488,49,11,2041417.76000,2,2,2,6,Need Attention
96785,14,14,2041424.03000,1,2,2,5,Need Attention
41972,161,11,2041442.58000,5,2,2,9,Potential
56350,44,15,2041454.51000,2,3,2,7,Potential
38315,141,9,2041560.52000,5,1,2,8,Potential
24536,148,14,2041586.57000,5,3,2,10,Potential
20815,63,18,2041625.40000,3,3,2,8,Potential
95897,37,13,2041655.30000,2,2,2,6,Need Attention
131636,25,13,2041657.38000,2,2,2,6,Need Attention
20885,77,12,2041666.68000,3,2,2,7,Potential
37222,93,15,2041741.26000,4,3,2,9,Potential
98969,51,12,2041804.35000,3,2,2,7,Potential
89617,125,20,2041819.65000,5,4,2,11,Loyal
89242,63,16,2041851.77000,3,3,2,8,Potential
15124,91,15,2041866.21000,4,3,2,9,Potential
44872,10,15,2041877.18000,1,3,2,6,Need Attention
109181,156,11,2041915.73000,5,2,2,9,Potential
131030,161,12,2041917.18000,5,2,2,9,Potential
32069,4,14,2041924.05000,1,2,2,5,Need Attention
22009,44,13,2041943.12000,2,2,2,6,Need Attention
44750,139,15,2041995.06000,5,3,2,10,Potential
95809,35,12,2042009.95000,2,2,2,6,Need Attention
115229,77,18,2042011.24000,3,3,2,8,Potential
61177,85,16,2042016.89000,4,3,2,9,Potential
11582,64,12,2042022.01000,3,2,2,7,Potential
17792,145,11,2042044.18000,5,2,2,9,Potential
93260,81,13,2042056.15000,3,2,2,7,Potential
123175,24,18,2042135.91000,2,3,2,7,Potential
35227,2,17,2042159.70000,1,3,2,6,Need Attention
70229,47,11,2042213.93000,2,2,2,6,Need Attention
97087,35,15,2042220.06000,2,3,2,7,Potential
35071,178,14,2042265.94000,5,3,2,10,Potential
52076,52,13,2042423.89000,3,2,2,7,Potential
123730,161,12,2042479.82000,5,2,2,9,Potential
59615,76,12,2042491.92000,3,2,2,7,Potential
125612,163,12,2042538.36000,5,2,2,9,Potential
57364,143,18,2042604.01000,5,3,2,10,Potential
109142,136,13,2042648.36000,5,2,2,9,Potential
34454,41,11,2042786.68000,2,2,2,6,Need Attention
142271,11,12,2042807.69000,1,2,2,5,Need Attention
17465,43,13,2042931.56000,2,2,2,6,Need Attention
101957,43,12,2043136.32000,2,2,2,6,Need Attention
129938,2,13,2043145.20000,1,2,2,5,Need Attention
19499,134,14,2043261.20000,5,2,2,9,Potential
62003,63,10,2043272.07000,3,1,2,6,Need Attention
117059,52,13,2043327.82000,3,2,2,7,Potential
5000,172,13,2043396.39000,5,2,2,9,Potential
64040,67,11,2043432.41000,3,2,2,7,Potential
115085,53,11,2043458.37000,3,2,2,7,Potential
5342,167,13,2043527.37000,5,2,2,9,Potential
1765,89,16,2043529.03000,4,3,2,9,Potential
94889,45,13,2043569.54000,2,2,2,6,Need Attention
71299,51,19,2043613.08000,3,4,2,9,Potential
88927,75,14,2043666.81000,3,2,2,7,Potential
97627,14,15,2043768.01000,1,3,2,6,Need Attention
52405,67,16,2043826.00000,3,3,2,8,Potential
96728,75,14,2043842.85000,3,2,2,7,Potential
20302,42,13,2043914.91000,2,2,2,6,Need Attention
47275,144,17,2043946.80000,5,3,2,10,Potential
82160,152,14,2044040.08000,5,2,2,9,Potential
79610,78,10,2044051.20000,3,2,2,7,Potential
56150,18,13,2044062.42000,1,2,2,5,Need Attention
50012,82,19,2044162.38000,3,4,2,9,Potential
29926,73,13,2044193.16000,3,2,2,7,Potential
39560,84,12,2044234.35000,4,2,2,8,Potential
71635,20,15,2044396.64000,1,3,2,6,Need Attention
126590,58,12,2044397.70000,3,2,2,7,Potential
56996,130,13,2044439.35000,5,2,2,9,Potential
43069,13,19,2044469.58000,1,4,2,7,Potential
146381,82,16,2044473.86000,3,3,2,8,Potential
106564,85,17,2044531.87000,4,3,2,9,Potential
29740,62,15,2044631.43000,3,3,2,8,Potential
145141,31,18,2044637.63000,2,3,2,7,Potential
15745,26,14,2044645.20000,2,2,2,6,Need Attention
95834,114,13,2044657.54000,4,2,2,8,Potential
14588,22,11,2044678.67000,1,2,2,5,Need Attention
129799,20,13,2044697.14000,1,2,2,5,Need Attention
33832,26,14,2044732.24000,2,2,2,6,Need Attention
71414,165,14,2044770.63000,5,2,2,9,Potential
80369,68,13,2044772.34000,3,2,2,7,Potential
60730,34,17,2044791.00000,2,3,2,7,Potential
55241,15,11,2044792.87000,1,2,2,5,Need Attention
36151,76,12,2044793.91000,3,2,2,7,Potential
27946,3,18,2044881.72000,1,3,2,6,Need Attention
106312,11,17,2044937.96000,1,3,2,6,Need Attention
96221,18,15,2044953.48000,1,3,2,6,Need Attention
107813,14,13,2044989.39000,1,2,2,5,Need Attention
116828,52,12,2045007.41000,3,2,2,7,Potential
62200,111,15,2045109.97000,4,3,2,9,Potential
69089,52,15,2045121.65000,3,3,2,8,Potential
98483,135,11,2045128.71000,5,2,2,9,Potential
75026,166,14,2045310.65000,5,2,2,9,Potential
9814,123,14,2045331.21000,4,2,2,8,Potential
27232,4,17,2045413.91000,1,3,2,6,Need Attention
105326,180,13,2045493.86000,5,2,2,9,Potential
46036,147,15,2045510.28000,5,3,2,10,Potential
89356,119,14,2045515.13000,4,2,2,8,Potential
100184,22,10,2045536.45000,1,1,2,4,Need Attention
68119,17,17,2045575.32000,1,3,2,6,Need Attention
114397,10,16,2045575.66000,1,3,2,6,Need Attention
19292,2,13,2045586.12000,1,2,2,5,Need Attention
131359,92,12,2045615.57000,4,2,2,8,Potential
104906,50,12,2045633.09000,2,2,2,6,Need Attention
48172,22,17,2045666.49000,1,3,2,6,Need Attention
25792,133,15,2045682.93000,5,3,2,10,Potential
134351,47,11,2045794.32000,2,2,2,6,Need Attention
39802,29,18,2045852.36000,2,3,2,7,Potential
113195,94,13,2045861.57000,4,2,2,8,Potential
67061,82,12,2045874.48000,3,2,2,7,Potential
26338,135,13,2045917.96000,5,2,2,9,Potential
107027,102,14,2045953.59000,4,2,2,8,Potential
51496,38,12,2045999.11000,2,2,2,6,Need Attention
29924,40,13,2046042.25000,2,2,2,6,Need Attention
102998,40,12,2046066.51000,2,2,2,6,Need Attention
17363,87,14,2046074.64000,4,2,2,8,Potential
92411,26,14,2046075.06000,2,2,2,6,Need Attention
111626,31,13,2046103.87000,2,2,2,6,Need Attention
57889,58,16,2046300.40000,3,3,2,8,Potential
111286,69,16,2046495.61000,3,3,2,8,Potential
110740,68,14,2046666.00000,3,2,2,7,Potential
114767,130,16,2046776.30000,5,3,2,10,Potential
54949,28,17,2046777.71000,2,3,2,7,Potential
5857,153,14,2046778.80000,5,2,2,9,Potential
2972,177,12,2046786.97000,5,2,2,9,Potential
33253,79,13,2046843.14000,3,2,2,7,Potential
39644,17,11,2046853.36000,1,2,2,5,Need Attention
20567,94,11,2046925.58000,4,2,2,8,Potential
32713,36,16,2047088.84000,2,3,2,7,Potential
64300,46,14,2047253.47000,2,2,2,6,Need Attention
107353,46,16,2047282.31000,2,3,2,7,Potential
103985,22,15,2047307.98000,1,3,2,6,Need Attention
143318,179,12,2047344.14000,5,2,2,9,Potential
81602,123,12,2047377.41000,4,2,2,8,Potential
43408,100,14,2047432.03000,4,2,2,8,Potential
67819,3,15,2047461.41000,1,3,2,6,Need Attention
90347,5,14,2047520.55000,1,2,2,5,Need Attention
106178,102,12,2047542.92000,4,2,2,8,Potential
136628,19,14,2047681.73000,1,2,2,5,Need Attention
43258,21,17,2047726.40000,1,3,2,6,Need Attention
102143,59,10,2047821.02000,3,1,2,6,Need Attention
96830,156,12,2047824.27000,5,2,2,9,Potential
27248,123,15,2047850.14000,4,3,2,9,Potential
48313,35,17,2047872.09000,2,3,2,7,Potential
98509,53,17,2047878.38000,3,3,2,8,Potential
126515,2,12,2047898.06000,1,2,2,5,Need Attention
140192,104,15,2047932.27000,4,3,2,9,Potential
123260,50,14,2047952.99000,2,2,2,6,Need Attention
117958,79,16,2047959.24000,3,3,2,8,Potential
74182,39,19,2048035.10000,2,4,2,8,Potential
60238,1,19,2048062.38000,1,4,2,7,Potential
88628,18,15,2048222.19000,1,3,2,6,Need Attention
16001,134,12,2048252.60000,5,2,2,9,Potential
117203,109,12,2048268.08000,4,2,2,8,Potential
2555,58,13,2048301.92000,3,2,2,7,Potential
8074,11,15,2048312.89000,1,3,2,6,Need Attention
56872,68,16,2048314.93000,3,3,2,8,Potential
32350,71,15,2048388.38000,3,3,2,8,Potential
72455,53,11,2048467.16000,3,2,2,7,Potential
29419,113,17,2048597.49000,4,3,2,9,Potential
39043,110,14,2048619.61000,4,2,2,8,Potential
36092,141,14,2048646.19000,5,2,2,9,Potential
52249,93,15,2048669.73000,4,3,2,9,Potential
31856,65,12,2048680.41000,3,2,2,7,Potential
53261,12,14,2048699.01000,1,2,2,5,Need Attention
63613,107,17,2048735.83000,4,3,2,9,Potential
23803,110,16,2048833.92000,4,3,2,9,Potential
104167,1,17,2048955.66000,1,3,2,6,Need Attention
30982,3,17,2048957.61000,1,3,2,6,Need Attention
91753,56,17,2049094.99000,3,3,2,8,Potential
12296,101,15,2049109.91000,4,3,2,9,Potential
75931,156,20,2049204.43000,5,4,2,11,Loyal
13334,9,11,2049222.59000,1,2,2,5,Need Attention
97534,12,12,2049283.00000,1,2,2,5,Need Attention
113660,17,13,2049284.83000,1,2,2,5,Need Attention
134015,27,13,2049309.00000,2,2,2,6,Need Attention
54593,91,13,2049502.83000,4,2,2,8,Potential
26249,79,11,2049582.44000,3,2,2,7,Potential
83117,39,14,2049593.26000,2,2,2,6,Need Attention
111001,128,14,2049663.01000,5,2,2,9,Potential
30272,140,14,2049696.00000,5,2,2,9,Potential
67895,22,12,2049767.66000,1,2,2,5,Need Attention
37532,21,11,2049809.81000,1,2,2,5,Need Attention
92381,8,12,2049817.95000,1,2,2,5,Need Attention
76642,120,16,2049888.58000,4,3,2,9,Potential
57400,72,17,2049958.24000,3,3,2,8,Potential
116207,138,13,2050034.31000,5,2,2,9,Potential
78661,47,17,2050039.36000,2,3,2,7,Potential
15175,179,13,2050076.39000,5,2,2,9,Potential
57413,47,13,2050184.60000,2,2,2,6,Need Attention
116471,110,14,2050221.87000,4,2,2,8,Potential
131417,31,10,2050240.35000,2,1,2,5,Need Attention
108937,107,14,2050290.70000,4,2,2,8,Potential
35245,45,17,2050363.92000,2,3,2,7,Potential
145898,1,12,2050499.14000,1,2,2,5,Need Attention
67861,26,14,2050611.41000,2,2,2,6,Need Attention
87218,105,12,2050695.85000,4,2,2,8,Potential
36938,152,17,2050797.67000,5,3,2,10,Potential
122911,31,12,2050817.47000,2,2,2,6,Need Attention
104984,13,14,2050829.69000,1,2,2,5,Need Attention
2899,146,15,2050832.77000,5,3,2,10,Potential
89621,65,13,2050834.13000,3,2,2,7,Potential
31043,61,15,2050928.15000,3,3,2,8,Potential
8509,127,14,2050929.03000,5,2,2,9,Potential
19027,71,14,2050934.26000,3,2,2,7,Potential
89705,100,13,2050947.72000,4,2,2,8,Potential
65650,53,16,2051033.98000,3,3,2,8,Potential
133045,10,12,2051044.79000,1,2,2,5,Need Attention
24437,142,19,2051079.76000,5,4,2,11,Loyal
81473,101,10,2051174.91000,4,1,2,7,Potential
58717,23,17,2051178.73000,2,3,2,7,Potential
133961,35,13,2051209.49000,2,2,2,6,Need Attention
143551,144,13,2051220.21000,5,2,2,9,Potential
63368,90,12,2051232.65000,4,2,2,8,Potential
8903,19,12,2051266.93000,1,2,2,5,Need Attention
5419,52,16,2051330.29000,3,3,2,8,Potential
84364,50,17,2051346.30000,2,3,2,7,Potential
53570,166,11,2051374.50000,5,2,2,9,Potential
136982,58,17,2051393.65000,3,3,2,8,Potential
100060,49,18,2051448.91000,2,3,2,7,Potential
34319,100,13,2051463.59000,4,2,2,8,Potential
6358,28,16,2051568.56000,2,3,2,7,Potential
15290,129,12,2051606.12000,5,2,2,9,Potential
126128,49,13,2051720.79000,2,2,2,6,Need Attention
140374,59,15,2051729.65000,3,3,2,8,Potential
149825,154,11,2051770.22000,5,2,2,9,Potential
1099,180,12,2051906.28000,5,2,2,9,Potential
2102,8,16,2051922.32000,1,3,2,6,Need Attention
140147,113,13,2051936.42000,4,2,2,8,Potential
127015,168,13,2051983.33000,5,2,2,9,Potential
436,25,16,2051983.41000,2,3,2,7,Potential
7193,145,15,2052110.08000,5,3,2,10,Potential
105193,23,18,2052120.50000,1,3,2,6,Need Attention
143602,106,14,2052230.39000,4,2,2,8,Potential
147014,60,14,2052278.94000,3,2,2,7,Potential
124928,21,12,2052298.02000,1,2,2,5,Need Attention
23854,71,16,2052317.42000,3,3,2,8,Potential
33137,54,13,2052388.76000,3,2,2,7,Potential
131978,124,11,2052394.34000,5,2,2,9,Potential
126754,145,18,2052412.90000,5,3,2,10,Potential
81722,10,10,2052452.64000,1,1,2,4,Need Attention
81485,58,13,2052504.49000,3,2,2,7,Potential
32519,10,15,2052514.16000,1,3,2,6,Need Attention
126041,36,11,2052541.71000,2,2,2,6,Need Attention
13940,10,10,2052550.12000,1,1,2,4,Need Attention
70085,34,17,2052561.06000,2,3,2,7,Potential
91394,124,12,2052576.22000,5,2,2,9,Potential
81476,86,16,2052602.67000,4,3,2,9,Potential
33913,33,14,2052608.27000,2,2,2,6,Need Attention
31636,77,21,2052670.08000,3,4,2,9,Potential
45503,173,11,2052740.62000,5,2,2,9,Potential
31238,74,16,2052742.49000,3,3,2,8,Potential
62377,69,12,2052758.28000,3,2,2,7,Potential
97223,36,12,2052823.33000,2,2,2,6,Need Attention
9416,121,12,2052852.48000,4,2,2,8,Potential
143140,28,14,2052933.22000,2,2,2,6,Need Attention
562,148,20,2052984.00000,5,4,2,11,Loyal
54061,142,14,2053036.12000,5,3,2,10,Potential
105349,106,13,2053086.66000,4,2,2,8,Potential
42175,141,14,2053091.22000,5,2,2,9,Potential
97088,116,14,2053121.96000,4,2,2,8,Potential
70748,110,14,2053186.02000,4,2,2,8,Potential
63758,99,18,2053201.66000,4,3,2,9,Potential
97541,27,11,2053217.02000,2,2,2,6,Need Attention
54638,133,18,2053235.68000,5,3,2,10,Potential
137288,6,11,2053251.56000,1,2,2,5,Need Attention
69233,111,12,2053284.21000,4,2,2,8,Potential
34816,157,15,2053330.56000,5,3,2,10,Potential
122965,180,16,2053374.58000,5,3,2,10,Potential
19652,9,13,2053383.51000,1,2,2,5,Need Attention
5587,49,17,2053474.02000,2,3,2,7,Potential
10136,16,13,2053497.25000,1,2,2,5,Need Attention
86660,1,11,2053500.10000,1,2,2,5,Need Attention
68269,82,13,2053550.88000,3,2,2,7,Potential
137753,139,11,2053570.41000,5,2,2,9,Potential
9757,59,14,2053634.56000,3,2,2,7,Potential
30317,63,14,2053653.59000,3,3,2,8,Potential
145283,3,14,2053658.97000,1,2,2,5,Need Attention
135011,143,11,2053661.00000,5,2,2,9,Potential
86410,61,12,2053735.78000,3,2,2,7,Potential
37271,79,11,2053750.53000,3,2,2,7,Potential
32302,41,11,2053794.38000,2,2,2,6,Need Attention
21929,48,12,2053857.53000,2,2,2,6,Need Attention
132112,74,12,2053860.71000,3,2,2,7,Potential
97490,50,15,2053934.34000,2,3,2,7,Potential
25514,86,15,2053955.09000,4,3,2,9,Potential
50849,70,11,2053992.25000,3,2,2,7,Potential
126742,81,15,2053994.83000,3,3,2,8,Potential
29287,69,16,2054082.63000,3,3,2,8,Potential
106819,130,15,2054272.35000,5,3,2,10,Potential
103073,21,13,2054306.37000,1,2,2,5,Need Attention
15049,110,16,2054370.07000,4,3,2,9,Potential
69166,112,14,2054403.12000,4,2,2,8,Potential
66890,11,15,2054481.50000,1,3,2,6,Need Attention
46721,117,13,2054497.24000,4,2,2,8,Potential
71779,60,19,2054500.33000,3,4,2,9,Potential
106636,47,15,2054503.19000,2,3,2,7,Potential
42158,85,12,2054511.16000,4,2,2,8,Potential
8035,27,17,2054511.69000,2,3,2,7,Potential
85459,158,12,2054533.60000,5,2,2,9,Potential
84229,27,18,2054540.64000,2,3,2,7,Potential
22318,53,16,2054627.57000,3,3,2,8,Potential
66251,46,15,2054765.03000,2,3,2,7,Potential
72659,5,14,2054793.61000,1,2,2,5,Need Attention
72598,20,14,2054794.39000,1,2,2,5,Need Attention
88652,46,14,2054826.10000,2,2,2,6,Need Attention
89924,10,11,2054920.33000,1,2,2,5,Need Attention
63761,120,12,2055012.98000,4,2,2,8,Potential
54782,31,13,2055064.17000,2,2,2,6,Need Attention
117289,18,18,2055123.55000,1,3,2,6,Need Attention
51592,4,13,2055159.54000,1,2,2,5,Need Attention
35696,170,12,2055175.03000,5,2,2,9,Potential
61531,2,19,2055293.20000,1,4,2,7,Potential
140257,61,15,2055313.31000,3,3,2,8,Potential
24379,22,15,2055314.65000,1,3,2,6,Need Attention
56008,117,20,2055316.86000,4,4,2,10,Potential
64337,39,12,2055400.76000,2,2,2,6,Need Attention
13169,72,13,2055421.52000,3,2,2,7,Potential
28922,6,13,2055535.81000,1,2,2,5,Need Attention
64990,80,14,2055584.17000,3,2,2,7,Potential
5200,132,17,2055629.59000,5,3,2,10,Potential
62,17,13,2055669.94000,1,2,2,5,Need Attention
39928,19,16,2055679.19000,1,3,2,6,Need Attention
80699,12,12,2055687.58000,1,2,2,5,Need Attention
118885,124,17,2055691.68000,4,3,2,9,Potential
82967,136,12,2055762.19000,5,2,2,9,Potential
118321,11,17,2055844.54000,1,3,2,6,Need Attention
142196,168,12,2055846.60000,5,2,2,9,Potential
22075,106,13,2055856.18000,4,2,2,8,Potential
27854,81,15,2055905.80000,3,3,2,8,Potential
8401,93,19,2055924.99000,4,4,2,10,Potential
75958,90,14,2055940.26000,4,3,2,9,Potential
126335,84,15,2055945.17000,4,3,2,9,Potential
136693,108,15,2056014.73000,4,3,2,9,Potential
88237,8,16,2056034.48000,1,3,2,6,Need Attention
77357,133,12,2056044.82000,5,2,2,9,Potential
101564,4,15,2056195.30000,1,3,2,6,Need Attention
98563,1,17,2056234.04000,1,3,2,6,Need Attention
62210,6,10,2056250.44000,1,1,2,4,Need Attention
137510,172,12,2056335.10000,5,2,2,9,Potential
115151,4,15,2056365.32000,1,3,2,6,Need Attention
44618,46,14,2056422.37000,2,3,2,7,Potential
123493,29,16,2056467.49000,2,3,2,7,Potential
23858,104,15,2056468.82000,4,3,2,9,Potential
103900,180,17,2056578.77000,5,3,2,10,Potential
146516,128,12,2056592.99000,5,2,2,9,Potential
130280,43,13,2056634.93000,2,2,2,6,Need Attention
44225,3,14,2056667.02000,1,2,2,5,Need Attention
70691,64,15,2056672.65000,3,3,2,8,Potential
54706,75,15,2056684.40000,3,3,2,8,Potential
117161,160,12,2056709.66000,5,2,2,9,Potential
117470,13,10,2056715.83000,1,1,2,4,Need Attention
69398,5,13,2056844.72000,1,2,2,5,Need Attention
84592,157,17,2056926.95000,5,3,2,10,Potential
62863,178,15,2056969.83000,5,3,2,10,Potential
94658,130,11,2056971.03000,5,2,2,9,Potential
85516,80,13,2057017.23000,3,2,2,7,Potential
6097,60,23,2057042.08000,3,5,2,10,Potential
47999,41,11,2057087.55000,2,2,2,6,Need Attention
31012,164,12,2057175.89000,5,2,2,9,Potential
36973,37,18,2057191.83000,2,3,2,7,Potential
64499,56,14,2057203.03000,3,2,2,7,Potential
42400,32,14,2057354.64000,2,2,2,6,Need Attention
30898,1,15,2057378.28000,1,3,2,6,Need Attention
28901,65,13,2057404.35000,3,2,2,7,Potential
119047,56,14,2057418.14000,3,2,2,7,Potential
124631,11,13,2057446.05000,1,2,2,5,Need Attention
96869,173,11,2057478.31000,5,2,2,9,Potential
62753,35,14,2057505.50000,2,2,2,6,Need Attention
76678,99,14,2057566.21000,4,2,2,8,Potential
147917,135,14,2057581.81000,5,3,2,10,Potential
145379,118,10,2057639.32000,4,1,2,7,Potential
94634,6,12,2057682.11000,1,2,2,5,Need Attention
121022,161,12,2057687.07000,5,2,2,9,Potential
56293,161,17,2057759.72000,5,3,2,10,Potential
131042,173,13,2057799.64000,5,2,2,9,Potential
34819,38,15,2057801.69000,2,3,2,7,Potential
77698,11,18,2057886.09000,1,3,2,6,Need Attention
44696,49,14,2058033.96000,2,2,2,6,Need Attention
140846,118,16,2058051.02000,4,3,2,9,Potential
94031,119,13,2058100.26000,4,2,2,8,Potential
83999,85,12,2058212.74000,4,2,2,8,Potential
69374,5,12,2058255.71000,1,2,2,5,Need Attention
143726,7,13,2058329.54000,1,2,2,5,Need Attention
139528,149,11,2058380.97000,5,2,2,9,Potential
92075,72,15,2058394.46000,3,3,2,8,Potential
115519,172,17,2058425.17000,5,3,2,10,Potential
146987,48,16,2058492.26000,2,3,2,7,Potential
46910,33,10,2058510.89000,2,1,2,5,Need Attention
141019,39,13,2058609.00000,2,2,2,6,Need Attention
20048,18,13,2058672.48000,1,2,2,5,Need Attention
138011,3,15,2058855.24000,1,3,2,6,Need Attention
8765,134,12,2058866.79000,5,2,2,9,Potential
135488,14,11,2058919.93000,1,2,2,5,Need Attention
88067,1,10,2059029.20000,1,1,2,4,Need Attention
136684,76,15,2059043.08000,3,3,2,8,Potential
100997,80,12,2059047.90000,3,2,2,7,Potential
114161,68,12,2059053.43000,3,2,2,7,Potential
64741,139,13,2059060.87000,5,2,2,9,Potential
9049,177,16,2059068.58000,5,3,2,10,Potential
81706,101,15,2059086.38000,4,3,2,9,Potential
123652,10,18,2059293.57000,1,3,2,6,Need Attention
86059,8,18,2059355.15000,1,3,2,6,Need Attention
27364,120,12,2059356.65000,4,2,2,8,Potential
108524,178,14,2059423.19000,5,3,2,10,Potential
69550,35,13,2059497.26000,2,2,2,6,Need Attention
74563,105,14,2059506.21000,4,2,2,8,Potential
74893,159,11,2059561.03000,5,2,2,9,Potential
105988,134,18,2059664.43000,5,3,2,10,Potential
58402,4,14,2059767.19000,1,2,2,5,Need Attention
79540,3,19,2059791.79000,1,4,2,7,Potential
108367,3,15,2059812.01000,1,3,2,6,Need Attention
48221,47,11,2059812.45000,2,2,2,6,Need Attention
143087,50,12,2059882.55000,2,2,2,6,Need Attention
134159,41,14,2059885.65000,2,2,2,6,Need Attention
145700,63,10,2059923.42000,3,1,2,6,Need Attention
