C_CUSTOMER_SK,C_PREFERRED_CUST_FLAG,AGE,GENDER,MARITAL_STATUS,EDUCATION_STATUS,PURCHASE_ESTIMATE,CREDIT_RATING,DEP_COUNT,DEP_EMPLOYED_COUNT,DEP_COLLEGE_COUNT,RECENCY,MONETARY,FREQUENCY
10451317,Y,67,M,W,College,7500,Unknown,5,3,0,23,685881.05,39
33779399,Y,45,F,W,Advanced Degree,2500,Unknown,5,1,2,43,897087.86,39
57665432,,36,M,M,Secondary,7000,Low Risk,4,1,0,46,1305845.67,37
93147126,N,68,F,S,2 yr Degree,3000,Good,5,2,1,67,873373.42,40
22248123,Y,65,M,D,Advanced Degree,5500,Unknown,1,1,0,13,1054258.43,41
90166290,N,62,F,D,4 yr Degree,3500,Unknown,3,3,0,25,1292298.41,36
82211613,N,69,M,S,Advanced Degree,5500,Unknown,4,2,3,116,1363855.25,36
62877529,Y,64,M,U,Advanced Degree,6500,High Risk,4,2,3,52,1084178.46,34
45101329,Y,56,M,D,Advanced Degree,7000,High Risk,6,1,4,4,1279969.79,38
99246427,N,74,M,W,2 yr Degree,8500,Unknown,4,2,1,26,904520.48,39
23433361,N,73,F,W,College,500,Good,4,0,4,29,876655.58,41
74846579,N,56,F,U,4 yr Degree,9500,Good,6,2,0,102,825895.17,37
29483010,Y,57,M,U,Advanced Degree,6500,Good,6,2,5,19,1230635.04,42
8389750,Y,49,F,U,Primary,5000,Unknown,2,1,2,70,1430799.23,37
3683826,Y,42,F,U,Secondary,1500,Unknown,3,0,3,6,1194347.05,43
31714979,N,73,M,M,Advanced Degree,7000,Good,6,5,6,16,1233980.24,40
72465052,Y,70,F,U,Secondary,9000,Good,5,4,2,36,720531.56,36
2227528,Y,55,M,D,2 yr Degree,2000,Unknown,6,3,0,105,666535.65,37
30801219,N,71,F,M,Secondary,500,Low Risk,3,2,2,31,854477.47,40
17307240,Y,71,M,M,2 yr Degree,6500,Good,3,3,3,5,872844.74,40
4069674,N,53,F,W,Secondary,3500,Good,4,2,4,22,1211271.44,40
64253779,Y,51,F,M,Advanced Degree,9000,Good,3,0,1,33,1175627.64,38
86779805,N,39,F,W,Secondary,8500,Low Risk,5,4,1,83,1128675.52,40
36872337,N,72,F,U,Primary,2000,High Risk,6,3,3,108,1382943.43,41
29314420,Y,67,M,S,2 yr Degree,3500,Good,5,0,5,42,1391844.56,37
30371046,Y,46,M,U,Secondary,2500,Good,4,3,0,20,1081880.41,39
70644029,N,73,F,M,Secondary,3000,High Risk,5,5,1,47,1054846.38,39
45724891,Y,44,M,D,2 yr Degree,5000,High Risk,5,1,2,84,1252022.44,39
76717729,N,35,F,S,Secondary,5000,High Risk,6,0,2,52,1060279.05,38
84268447,N,47,F,W,2 yr Degree,10000,High Risk,6,4,5,16,792308.77,37
45604341,Y,68,M,D,2 yr Degree,4000,High Risk,4,3,4,59,1052371.01,39
96828215,N,69,M,U,Primary,9000,Good,6,0,1,94,772752.45,41
20636575,Y,54,F,D,Advanced Degree,9500,Unknown,5,0,5,15,1211965.75,36
10879372,Y,73,F,W,Primary,8500,High Risk,6,6,1,277,784324.95,40
4946002,Y,44,M,S,Secondary,5500,High Risk,4,0,1,23,1005345.86,41
83776354,Y,73,F,M,College,500,Good,3,2,0,34,849357.58,40
46362749,Y,43,M,W,Unknown,500,Low Risk,4,3,1,143,691834.06,40
22572003,N,47,M,D,College,8000,Low Risk,5,3,0,51,947735.02,39
52579996,N,56,F,S,Secondary,1500,High Risk,6,5,0,0,800671.79,37
56337243,Y,76,M,M,Primary,10000,Low Risk,4,3,1,22,1415896.80,39
43618748,Y,39,M,D,2 yr Degree,1000,High Risk,5,4,4,12,1558532.74,39
24253349,N,79,F,W,Primary,1000,High Risk,6,1,1,61,854684.32,37
98830860,N,44,M,W,4 yr Degree,8500,Low Risk,3,1,2,377,1189848.18,35
35203890,N,71,M,M,College,5500,Good,4,0,3,13,1151140.97,42
48439879,N,45,F,M,Advanced Degree,8000,Unknown,4,1,0,5,1187695.11,36
75859097,N,36,F,U,Secondary,5500,Low Risk,4,1,3,106,1324219.50,38
639002,N,58,M,D,4 yr Degree,10000,High Risk,6,4,5,69,1316297.44,38
21455239,Y,51,F,M,College,6000,Unknown,6,3,2,44,1213221.86,40
7526507,Y,37,M,U,Advanced Degree,7000,Unknown,5,1,0,56,1234072.93,42
80505420,Y,53,F,U,Primary,8000,Unknown,1,1,0,6,791368.27,37
26883621,Y,36,F,U,Advanced Degree,1000,Low Risk,5,5,1,89,934524.63,40
57638912,Y,68,M,D,Unknown,4000,Low Risk,5,4,5,11,948019.04,37
63235225,Y,46,M,D,Unknown,9500,Good,5,1,0,41,1259395.46,39
18465336,N,47,F,M,Advanced Degree,500,Unknown,5,1,5,45,1241087.78,39
44421693,Y,65,M,S,2 yr Degree,500,High Risk,5,0,4,18,1247354.09,38
22865433,N,47,F,D,Secondary,9000,High Risk,4,0,1,118,1383455.06,37
72105139,N,35,F,U,Advanced Degree,8000,Good,6,0,6,17,780288.35,36
1090075,N,59,M,U,2 yr Degree,2500,High Risk,6,0,1,45,1284450.25,40
58678866,Y,77,F,M,2 yr Degree,2000,Good,6,0,4,22,1276054.11,39
42869640,N,43,F,M,Unknown,9500,Unknown,6,6,4,31,1475526.76,42
34910129,N,79,F,S,Primary,6500,Good,6,1,0,396,24770697.99,1301
13123278,N,44,M,S,Secondary,10000,Low Risk,6,4,2,42,904084.51,42
47066799,N,56,F,U,Unknown,6500,Unknown,6,5,3,34,1057735.01,42
38886867,Y,45,F,M,College,4500,Unknown,3,0,0,17,1473164.30,43
75514065,N,42,M,W,2 yr Degree,2000,Good,5,4,2,23,830123.59,34
43400479,Y,62,M,D,Unknown,3500,Low Risk,6,1,4,16,993661.60,36
37212818,N,39,M,M,4 yr Degree,6000,Good,6,5,0,7,1189732.68,36
93693161,Y,41,M,M,College,2000,High Risk,3,0,2,45,645026.26,38
21210753,N,40,M,U,Secondary,7500,Good,0,0,0,99,1200835.12,40
10470025,N,52,F,S,College,6500,Good,5,3,0,410,853698.60,40
1441372,N,54,F,W,College,3000,Low Risk,5,2,0,41,750781.50,37
1318940,Y,66,M,S,Advanced Degree,5000,High Risk,6,0,0,15,1059792.58,35
88877731,N,42,M,S,Unknown,3000,High Risk,5,5,2,32,1237857.56,36
11194249,N,34,F,S,Unknown,8500,High Risk,5,4,2,114,627116.74,36
77852588,N,73,F,D,Unknown,4500,High Risk,5,5,5,406,702702.07,37
40910548,N,36,F,M,2 yr Degree,5000,Good,6,2,5,101,1022458.06,38
54636650,N,41,F,S,Primary,1000,Low Risk,4,1,4,146,817447.40,37
95742099,Y,58,M,D,Advanced Degree,6000,High Risk,6,1,2,108,1525125.02,40
18328643,N,49,F,W,2 yr Degree,1000,Unknown,4,0,2,12,1295198.21,37
47380046,Y,58,F,U,2 yr Degree,1000,Unknown,5,3,1,41,1083968.65,40
24924037,N,71,F,U,College,2500,Good,3,1,3,3,812132.11,41
27249883,Y,56,F,W,4 yr Degree,8500,Good,5,0,2,124,1109187.11,38
56606016,N,34,F,U,College,2000,Low Risk,6,1,4,96,955744.33,38
60761363,N,37,M,S,College,3500,Low Risk,6,1,1,6,717913.58,37
59843753,Y,44,F,S,4 yr Degree,3000,Good,5,2,2,41,970034.46,38
46918315,Y,34,F,M,Advanced Degree,4000,Good,5,3,0,18,1213573.11,37
17906819,N,62,M,U,Advanced Degree,2500,Unknown,6,4,1,1,1238240.73,37
81580680,N,72,F,S,2 yr Degree,4000,Unknown,4,2,0,1,1126075.84,38
35171991,Y,69,M,W,Primary,5500,Good,6,1,5,5,1359708.11,41
8897683,N,69,M,D,4 yr Degree,6000,Good,2,0,2,16,752451.13,40
91508700,N,56,F,M,Secondary,9500,Low Risk,2,0,1,12,993831.49,36
16599088,Y,64,F,M,4 yr Degree,6500,Good,5,5,3,37,1049771.81,38
80870246,N,76,M,W,2 yr Degree,1000,Unknown,1,0,1,22,1155656.28,36
97181129,N,54,F,M,2 yr Degree,1000,High Risk,5,4,1,13,1282827.41,39
98506974,N,75,F,W,Advanced Degree,2500,High Risk,2,1,0,7,717573.87,37
57858145,N,69,M,M,College,10000,Unknown,5,3,5,49,889542.52,36
5397283,Y,45,M,D,College,8000,Good,6,0,3,368,818979.76,40
30888011,Y,45,F,S,2 yr Degree,9000,Low Risk,6,2,1,2,1042927.91,38
31590567,N,64,M,U,Secondary,5000,Unknown,6,5,1,18,1361460.00,40
37259228,N,75,F,M,2 yr Degree,3500,Low Risk,4,4,4,4,991293.03,38
25336089,Y,53,F,S,2 yr Degree,7000,Good,6,1,4,31,1267306.12,40
41750271,N,64,F,U,College,2000,Low Risk,2,2,1,141,1127065.83,41
99466133,N,63,F,S,Secondary,8000,Unknown,6,5,3,6,1324256.89,38
8870812,Y,65,M,D,Unknown,4000,Unknown,3,0,0,18,1105538.41,41
26803527,N,52,F,M,Unknown,2500,Low Risk,5,0,5,13,1467660.43,39
955947,N,37,F,M,4 yr Degree,6000,High Risk,6,5,1,5,1382945.93,37
35199540,N,65,M,D,Secondary,8500,Low Risk,4,1,3,26,1168239.09,40
29773086,N,38,F,S,4 yr Degree,8000,High Risk,5,1,0,4,906000.78,36
26958303,N,47,M,D,College,9000,Good,5,5,3,6,1173153.32,39
74306652,Y,36,F,D,Secondary,4000,Low Risk,5,1,3,56,1070458.38,35
5541018,Y,70,M,U,2 yr Degree,1000,Good,5,4,3,12,1246748.14,40
83414005,Y,79,F,D,2 yr Degree,7500,Low Risk,6,2,0,114,1258302.00,38
81562918,Y,77,M,W,Secondary,7000,Low Risk,4,0,0,737,1125106.61,38
30509855,N,66,M,S,Secondary,6000,High Risk,6,4,6,45,1069057.85,37
66803268,N,36,F,M,2 yr Degree,1500,Good,5,3,1,112,1141851.66,36
37362926,Y,38,M,D,Advanced Degree,4000,Low Risk,6,5,3,10,1081030.58,42
16005471,N,52,F,M,2 yr Degree,2500,Good,4,0,2,44,1300358.33,40
97822525,N,61,M,W,Primary,4500,High Risk,3,3,0,1,1343102.02,38
19529499,Y,43,M,W,Advanced Degree,6000,High Risk,2,1,1,3,1078609.67,41
16938042,Y,40,F,U,College,10000,Good,5,1,2,0,1217715.98,41
64322211,Y,79,M,W,Primary,10000,Good,2,2,2,17,818501.40,38
68171709,Y,78,F,S,4 yr Degree,2500,Low Risk,6,1,0,99,751706.51,36
25355591,N,54,F,U,4 yr Degree,10000,Low Risk,5,0,4,58,1084538.89,37
72709537,Y,41,M,S,Advanced Degree,6500,Unknown,3,2,3,7,858449.03,41
30716349,Y,75,M,S,4 yr Degree,7500,Good,5,2,4,91,1174225.56,41
13843829,N,57,M,D,College,4000,High Risk,6,3,1,2,1157844.48,40
31432459,Y,75,M,D,2 yr Degree,2500,Low Risk,6,3,5,24,664671.35,39
7097452,Y,63,M,U,2 yr Degree,2000,Low Risk,6,0,6,48,893643.61,37
44628079,N,58,F,M,Secondary,8500,Unknown,6,3,2,45,40489748.65,1301
2239942,N,41,F,W,Advanced Degree,10000,High Risk,6,3,6,15,1088824.87,38
98533530,N,67,M,W,Unknown,4500,High Risk,5,0,2,5,1149328.05,38
89007146,Y,39,F,D,Advanced Degree,1000,Unknown,5,2,3,11,39068207.88,1302
68421448,Y,73,F,U,2 yr Degree,10000,High Risk,2,2,2,54,590989.85,36
8982839,Y,65,M,D,Primary,6000,Good,6,4,6,15,1358773.23,41
37424486,N,49,F,M,Primary,10000,Unknown,3,3,3,35,1051610.52,43
72811624,Y,62,M,S,College,10000,Good,3,1,2,150,1371928.58,37
80439699,N,37,F,M,2 yr Degree,2000,High Risk,3,2,3,61,1080904.19,40
67282605,N,54,M,W,Primary,4500,High Risk,5,2,3,47,1018901.28,35
59179496,Y,67,M,W,4 yr Degree,7000,Low Risk,2,1,0,6,1061539.76,37
6977436,Y,48,M,S,College,9500,Unknown,4,1,2,29,1246510.82,40
93279013,N,57,M,W,College,7000,High Risk,4,3,0,33,921658.75,36
47183739,N,58,F,W,Unknown,500,Good,4,3,1,6,1183830.70,37
2664201,Y,76,F,D,Advanced Degree,7500,Good,0,0,0,18,928999.24,41
39246040,N,62,M,S,Primary,9500,High Risk,6,6,5,35,852604.03,41
55399045,Y,41,M,W,College,7500,High Risk,4,0,2,14,876933.89,39
54738015,Y,63,F,S,4 yr Degree,9500,Good,5,1,0,141,861258.08,36
84402417,Y,38,M,S,College,2000,Good,5,0,2,41,705923.33,39
80076948,N,71,F,S,4 yr Degree,8500,Good,6,4,6,26,945900.75,38
27098512,Y,34,M,D,Secondary,1500,High Risk,4,1,1,15,944279.31,39
66968175,N,38,M,S,4 yr Degree,5500,Unknown,5,0,1,25,973369.48,39
16281551,Y,46,M,W,Primary,8500,Good,5,0,0,2,1429484.12,40
44788039,N,50,M,U,Primary,3500,Unknown,5,0,4,42,744811.94,35
55638129,Y,65,F,W,Primary,6000,Good,5,2,4,66,1245841.11,37
71195603,N,36,M,D,Primary,7000,Unknown,2,2,1,22,1041658.17,34
11597101,N,54,F,D,Advanced Degree,6500,Low Risk,1,0,0,19,1014518.96,38
11748453,Y,46,M,S,Unknown,2000,High Risk,6,2,0,34,1179337.18,41
48869488,N,68,F,M,4 yr Degree,7500,Low Risk,6,3,4,1,1015875.32,38
80075604,Y,63,M,U,2 yr Degree,2500,Low Risk,2,0,1,15,1305257.92,38
47483990,N,76,M,S,Primary,9000,Low Risk,6,1,3,24,1167447.78,35
50050268,N,43,M,S,College,1500,High Risk,5,1,4,278,1078419.29,34
51046622,N,71,M,D,Advanced Degree,4500,Unknown,2,0,2,116,983753.87,38
79920245,Y,60,F,S,4 yr Degree,7500,Good,4,4,0,25,1339922.28,40
66140682,N,53,M,U,4 yr Degree,8500,Good,2,2,0,14,1001057.78,36
58701204,N,54,M,M,Primary,9500,High Risk,2,0,1,187,1482240.35,41
4833332,N,46,M,U,Advanced Degree,8500,Good,6,5,3,36,1014260.76,34
17413694,Y,61,M,S,4 yr Degree,500,Low Risk,6,5,4,25,935275.78,41
97895670,Y,36,M,M,Advanced Degree,4000,Unknown,6,4,3,70,810049.90,40
32321833,Y,55,M,M,Primary,7500,Good,6,2,4,110,994636.63,40
24955127,Y,75,M,S,Secondary,8500,Good,6,1,6,36,845095.46,38
61196015,Y,50,F,S,Secondary,9000,High Risk,5,2,4,8,1213674.44,37
47699336,N,35,M,S,Unknown,9000,Unknown,6,1,1,11,777512.76,38
50139155,N,68,M,D,Primary,6000,High Risk,4,1,0,25,1186555.81,36
75159114,Y,55,M,D,Advanced Degree,2000,Unknown,6,5,2,4,1156132.20,40
73396643,N,79,M,D,Advanced Degree,1500,High Risk,5,1,1,16,1027988.37,36
13776000,Y,67,F,U,Unknown,5500,Good,3,1,2,18,915444.69,39
70556236,N,69,M,M,Advanced Degree,10000,Good,3,2,2,16,830647.56,37
67313341,N,47,M,D,Primary,10000,Good,4,3,2,69,903072.06,36
18995672,Y,69,M,W,Advanced Degree,2500,Good,5,2,2,115,1248181.01,39
91010393,N,76,M,M,Secondary,4000,Good,6,2,5,47,880965.64,37
99245419,Y,62,M,W,Advanced Degree,8000,Good,2,1,1,99,1138488.42,38
99265102,Y,34,F,W,Primary,4000,Low Risk,6,1,2,11,1329309.87,37
98351135,N,59,F,U,College,7500,High Risk,4,1,3,80,1125523.48,37
88057256,Y,43,M,U,2 yr Degree,1500,Good,5,2,4,10,648207.29,39
52243142,Y,52,F,W,Unknown,6000,Unknown,4,3,3,373,1272990.91,39
10623339,Y,79,M,U,College,5000,Good,3,3,2,46,1200569.45,39
17752187,N,41,M,W,Secondary,9500,Low Risk,2,1,2,4,1177763.34,38
12140662,N,43,M,M,4 yr Degree,9500,Unknown,3,2,0,4,1049024.30,35
48862800,Y,77,F,D,Primary,9500,High Risk,2,2,2,17,1292209.83,39
8037089,Y,67,F,D,College,500,High Risk,6,0,1,1,1406240.93,41
80089631,N,46,F,D,College,8500,High Risk,4,2,2,39,1105782.44,38
61479554,N,73,M,S,Unknown,6500,Unknown,6,5,6,26,956148.53,37
38555295,N,49,M,W,4 yr Degree,6000,Unknown,4,1,0,33,1460680.48,38
60581275,Y,49,M,M,Advanced Degree,2000,High Risk,5,3,0,47,932480.70,39
59300028,Y,59,M,S,Primary,4000,High Risk,5,4,3,14,922704.46,32
20482097,Y,73,F,M,Advanced Degree,6000,Unknown,3,2,3,18,809152.91,37
80690534,N,57,M,U,College,500,Low Risk,6,5,0,5,804472.77,40
54933760,Y,50,M,M,Unknown,9000,Low Risk,2,1,0,106,833553.08,38
54781552,N,56,F,D,Advanced Degree,7500,Low Risk,2,2,1,12,742313.50,38
97237031,Y,34,M,U,College,3000,Low Risk,6,5,0,60,1248715.21,40
37777269,N,78,F,W,Primary,3500,Low Risk,5,1,4,56,1180513.12,40
19422452,Y,72,M,W,Secondary,8000,High Risk,6,2,6,43,862696.01,40
51351472,N,73,F,U,Advanced Degree,3500,Good,3,2,1,44,1474084.12,37
81639154,Y,52,M,M,College,1000,High Risk,5,2,3,36,1085298.08,37
66599493,N,46,M,U,2 yr Degree,8500,High Risk,6,2,3,78,799059.48,35
52632933,N,62,M,S,4 yr Degree,8000,Good,6,2,0,11,1441454.31,38
21450691,Y,50,F,U,4 yr Degree,1500,Good,4,4,4,22,1297161.16,40
84728935,Y,73,M,M,Advanced Degree,6000,Low Risk,5,5,0,38,868252.87,38
84719412,N,67,M,D,Primary,6000,Low Risk,4,2,4,29,1376952.84,42
6640130,N,76,M,D,Secondary,7500,Unknown,5,2,2,95,565029.22,35
35144181,N,72,M,M,2 yr Degree,10000,Low Risk,5,2,5,66,868776.05,37
70023532,N,38,M,D,Advanced Degree,3500,Unknown,6,4,5,34,1040935.30,39
16597629,N,39,F,U,4 yr Degree,5000,Good,5,5,2,61,1286421.14,38
26192955,N,73,M,W,2 yr Degree,8500,Low Risk,4,0,3,24,833618.56,41
70028851,N,78,M,W,Secondary,7000,Low Risk,3,0,0,156,881484.83,31
25549361,N,36,F,W,2 yr Degree,9000,Low Risk,6,0,1,28,710270.45,36
85184436,Y,78,F,U,College,7000,Low Risk,6,1,3,16,1341564.62,40
44997683,Y,41,F,S,Unknown,9000,High Risk,5,3,2,10,1166200.88,36
16203526,Y,67,M,S,Advanced Degree,7500,High Risk,5,4,5,16,58751824.20,1299
14273126,N,54,F,M,College,6500,High Risk,1,1,1,20,1301496.00,39
4418510,N,68,M,W,2 yr Degree,5000,Low Risk,5,2,2,90,1057186.32,39
20442344,N,48,F,M,Secondary,3500,Good,6,5,3,42,1077098.66,38
8371777,Y,74,F,D,4 yr Degree,8000,Low Risk,5,0,4,25,1106873.03,40
72285246,Y,34,M,U,Primary,6500,High Risk,5,0,5,10,1522163.96,42
77316604,N,66,M,U,Primary,7000,Low Risk,5,0,3,42,1040611.77,33
64399761,Y,38,M,U,College,5000,Unknown,4,4,1,49,924434.42,36
4013658,N,53,F,D,4 yr Degree,7000,Low Risk,6,0,6,375,1131058.47,40
8619622,Y,59,F,M,Primary,4000,High Risk,2,2,0,28,941149.19,42
23721876,N,47,M,W,Unknown,7500,Low Risk,5,3,0,17,862527.00,41
34985601,N,63,M,S,Secondary,10000,High Risk,2,2,1,10,1442935.24,39
28769535,Y,52,M,W,Primary,7500,Low Risk,3,0,2,10,1443805.27,40
74255517,N,63,M,S,College,9000,Good,4,3,2,43,1351575.99,40
4014047,N,65,F,U,4 yr Degree,6500,Unknown,6,5,2,17,709672.32,35
55890935,Y,44,M,D,Unknown,8500,Good,4,2,0,394,671709.99,39
75253878,Y,26,F,M,Advanced Degree,10000,Good,0,0,0,91,1009176.72,40
37629125,N,73,F,M,Advanced Degree,500,Good,4,2,1,38,1095954.98,37
81550011,N,42,F,S,College,1000,Low Risk,3,1,1,13,880246.70,37
66113796,N,49,M,M,Advanced Degree,2500,Low Risk,6,0,5,30,1070409.49,37
62569986,Y,60,F,S,4 yr Degree,4000,Good,5,5,2,2,41152085.64,1298
37427488,N,44,F,S,Unknown,5500,Good,5,4,5,12,1139451.03,36
48058694,Y,64,M,S,College,4000,Good,5,4,2,6,1163090.29,39
65137001,Y,61,F,W,Advanced Degree,10000,Low Risk,4,1,1,70,1310608.40,37
13903956,Y,54,M,W,4 yr Degree,6000,Low Risk,2,2,1,42,1228242.44,41
43321544,Y,44,F,W,College,7500,High Risk,6,0,6,36,1199904.57,41
42983480,N,65,F,S,Unknown,5000,Low Risk,3,3,0,4,1138397.38,37
82484632,N,63,M,S,Unknown,1500,High Risk,4,4,0,8,1012140.66,38
99684651,Y,69,F,D,Unknown,7000,Low Risk,6,3,4,120,1072006.55,35
6941908,Y,66,F,D,4 yr Degree,4500,High Risk,5,3,3,28,943983.83,37
77359657,Y,75,M,M,Secondary,5000,Low Risk,6,0,1,4,746402.83,35
87587211,Y,64,F,M,Primary,2500,Unknown,6,1,3,16,1092966.69,38
35543621,N,58,M,S,Advanced Degree,5500,High Risk,6,4,0,121,1463178.19,41
53503441,N,77,M,U,Secondary,4000,Low Risk,6,2,0,395,742981.47,38
66871757,N,74,F,M,Primary,5000,Good,3,1,2,0,1168463.34,34
28203301,N,39,F,U,Secondary,1500,Unknown,5,2,2,43,1475755.80,44
29537357,N,76,M,S,College,5500,Unknown,5,0,5,14,1178918.50,36
52401196,Y,73,M,U,4 yr Degree,1000,Unknown,5,2,5,105,1022531.37,39
96921416,N,60,M,W,College,1500,Good,4,2,1,77,909586.74,37
89728482,Y,75,M,S,Unknown,6500,Unknown,3,3,1,5,1238059.17,40
5873063,N,78,M,U,Primary,7000,Low Risk,5,4,4,32,728125.28,36
36869625,Y,59,M,S,Unknown,10000,High Risk,5,5,2,29,1079117.09,40
1476024,N,77,F,S,College,4000,Low Risk,6,3,4,46,1609343.52,42
50535842,N,44,F,W,Advanced Degree,5000,Low Risk,5,4,5,7,1390260.29,40
30094783,Y,49,F,M,Advanced Degree,9000,Low Risk,2,0,1,71,1178460.19,43
53751509,N,56,M,U,Primary,3500,Good,6,0,2,69,1268947.22,38
65631498,Y,44,M,U,Secondary,8000,High Risk,4,3,2,80,1081373.70,38
43338913,N,66,F,U,4 yr Degree,1500,Low Risk,3,2,3,19,931821.93,38
2965983,Y,38,F,D,Unknown,6500,Low Risk,4,3,2,46,910645.64,43
90514532,N,45,F,U,Primary,6000,Low Risk,6,6,5,46,1191900.56,34
50488932,N,74,F,D,2 yr Degree,5500,Unknown,4,1,3,11,800122.23,41
7662356,N,54,F,W,2 yr Degree,9500,Good,5,2,3,8,1215391.54,43
73938605,Y,35,M,D,Unknown,3500,Unknown,5,1,2,47,697039.60,36
41734230,Y,39,F,D,4 yr Degree,10000,Good,5,2,3,46,1001897.81,40
81158237,Y,68,M,M,Secondary,3000,High Risk,3,1,2,89,987065.87,38
63131526,N,49,F,M,Advanced Degree,7500,Good,6,3,6,1,1175427.31,39
92111332,Y,73,M,D,Unknown,2000,Low Risk,6,4,6,90,956276.25,37
72443096,Y,69,M,M,Advanced Degree,5500,High Risk,6,2,6,7,768551.79,37
6525410,Y,50,F,U,Advanced Degree,2500,Low Risk,6,3,0,44,834086.70,40
97623795,N,52,F,U,Primary,5000,Low Risk,5,4,2,16,1073806.71,37
46078299,Y,73,M,W,Unknown,6500,Good,2,0,0,27,1133453.50,41
36188594,N,75,F,S,Advanced Degree,8500,Low Risk,6,2,5,7,729390.30,41
10898432,Y,49,M,M,Advanced Degree,2000,High Risk,4,3,4,59,1204514.72,39
89547798,N,45,M,D,Unknown,5000,High Risk,2,0,1,362,1242547.02,40
93364910,N,72,F,S,Secondary,4500,Good,5,5,2,50,1042197.30,39
63226678,N,73,M,M,Secondary,1000,Low Risk,4,3,1,209,1136541.59,40
39794508,Y,79,F,D,Secondary,7000,Good,6,2,5,5,1071510.08,36
89878446,N,76,F,S,2 yr Degree,5500,Good,5,3,0,1,1177177.87,40
94211737,Y,50,M,M,Primary,1000,Unknown,6,1,6,114,1106151.81,39
31769430,Y,39,F,M,Unknown,4500,High Risk,2,1,1,84,884982.54,40
78523167,N,76,M,S,Unknown,3500,Good,2,1,1,19,790275.18,39
75469502,Y,61,M,D,4 yr Degree,500,Low Risk,6,5,3,3,1330968.92,39
58828720,N,48,M,S,Advanced Degree,2000,Low Risk,5,3,2,31,1015558.77,38
58269588,Y,41,M,S,Secondary,6000,High Risk,5,4,1,12,791975.83,37
69140007,Y,43,F,S,Advanced Degree,7000,High Risk,5,3,4,7,874751.70,38
57954904,Y,51,F,W,Advanced Degree,7000,Low Risk,6,0,0,32,1388037.67,40
7917386,Y,78,M,S,College,10000,Good,2,1,0,10,1402816.85,39
59763413,Y,46,F,S,College,4000,Low Risk,5,5,1,14,1260370.47,40
41800496,N,70,F,S,2 yr Degree,5500,Low Risk,3,2,0,109,1115750.75,39
49411839,,43,M,U,2 yr Degree,5500,Low Risk,6,0,0,32,765784.06,38
75163591,N,39,M,S,College,6000,Unknown,6,4,0,50,945372.93,37
20090305,Y,48,M,S,2 yr Degree,10000,Low Risk,4,3,0,39,1089048.38,40
9531472,N,69,M,W,2 yr Degree,3500,Unknown,5,4,2,17,842755.34,40
77579428,Y,55,F,W,4 yr Degree,6500,Low Risk,4,2,4,6,1304369.75,40
37785422,Y,68,M,S,College,500,Good,6,2,4,21,1160327.67,41
96984468,N,56,F,S,Secondary,4500,Good,6,4,5,79,871289.33,35
9247487,Y,74,F,M,2 yr Degree,10000,Low Risk,0,0,0,102,1144323.55,41
64062888,N,56,M,M,Secondary,8000,High Risk,4,0,2,22,1329841.80,39
32393318,Y,49,M,D,2 yr Degree,7500,Good,5,5,2,36,884442.87,40
92952600,Y,68,F,M,2 yr Degree,2500,Low Risk,6,6,2,3,1104073.48,39
90492492,N,63,F,M,4 yr Degree,2500,Unknown,6,5,4,55,1191053.67,36
54553519,N,72,M,S,Primary,5000,Unknown,5,0,0,52,837811.12,38
4610725,N,56,F,U,Advanced Degree,7000,Unknown,5,0,0,19,880414.86,37
79500668,N,59,F,S,Advanced Degree,2500,Unknown,6,0,3,6,930107.43,37
92040327,N,39,M,U,Primary,2500,High Risk,6,6,3,79,817726.31,37
42809957,N,38,F,S,Unknown,6500,High Risk,6,3,4,244,1000043.14,41
68141020,N,57,F,S,2 yr Degree,5000,Good,3,3,3,27,1433741.57,37
28401587,N,38,M,D,Secondary,8000,Good,4,1,3,7,1137322.15,39
8770952,Y,43,M,W,2 yr Degree,7000,Low Risk,5,0,5,2,1374839.90,41
44678005,Y,78,F,M,4 yr Degree,5500,Good,5,2,2,129,1076622.84,39
11829143,Y,75,F,W,College,8500,Good,6,3,4,32,842628.82,40
67009031,N,58,M,W,2 yr Degree,500,Unknown,6,4,1,37,784377.84,36
33762234,N,54,M,D,Secondary,6000,Good,6,2,6,46,748091.79,37
33255184,N,62,F,W,Unknown,3500,High Risk,6,5,1,74,1015747.44,40
98164571,N,71,M,W,Secondary,6500,Unknown,6,2,3,29,822396.72,39
42066584,N,68,M,U,College,6000,Good,5,2,5,16,753277.41,38
34433897,Y,75,M,U,Advanced Degree,8500,High Risk,6,2,4,4,1172686.58,42
7016623,Y,76,F,M,Advanced Degree,10000,Low Risk,6,2,2,28,832865.72,41
37377570,N,65,M,D,Primary,500,Good,3,0,3,20,854972.85,39
70909848,Y,43,F,S,2 yr Degree,10000,Good,3,0,1,5,1189422.90,36
82766807,N,54,F,M,Advanced Degree,4000,High Risk,6,2,0,42,1069459.66,35
29115576,N,63,F,W,4 yr Degree,4500,Low Risk,5,4,1,39,723533.18,41
29488496,N,36,F,D,Advanced Degree,3000,Unknown,6,1,4,31,1096464.07,42
68645911,N,62,M,S,Advanced Degree,8500,High Risk,5,0,1,117,1405666.24,39
69773267,Y,70,F,W,Advanced Degree,5000,High Risk,6,1,1,18,665690.05,40
84488961,N,54,M,S,College,9000,Good,6,2,4,31,1100427.35,40
